FullnameWithAuthors	FullnameNoAuthors	SourceID	OutputNameID	OutputHowMatched	OutputFullNameWithAuthors	OutputAbbreviatedTitle	OutputCollation	OutputVolume	OutputIssue	OutputPage	OutputTitlePageYear	OutputYearPublished	OutputNomenclatureStatus	OutputBHLLink	OutputBatchID
	Quiabentia	436	40021811	FullnameNoAuthors	Quiabentia Britton & Rose	Cact.	4: 252	4		252	1923		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:46288&volume=4&issue=&spage=252&date=1923	7067
	Rebutia	437	40023192	FullnameNoAuthors	Rebutia K. Schum.	Monatsschr. Kakteenk.	5: 102	5		102	1895		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:51655&volume=5&issue=&spage=102&date=1895	7067
	Rhipsalis	438	40024720	FullnameNoAuthors	Rhipsalis Gaertn.	Fruct. Sem. Pl.	1: 137	1		137	1788		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:53838&volume=1&issue=&spage=137&date=1788	7067
	Ritterocereus	439	40037634	FullnameNoAuthors	Ritterocereus Backeb.	Jahrb. Deutsch. Kakteen-Ges.	48, 76			48	1941	1942	No opinion		7067
	Roseocactus	440	40027035	FullnameNoAuthors	Roseocactus A. Berger	J. Wash. Acad. Sci.	15(3): 45–48, f. 1–2	15	3	45	1925		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:2087&volume=15&issue=3&spage=45&date=1925	7067
	Schlumbergera	441	40032250	FullnameNoAuthors	Schlumbergera Lem.	Ill. Hort.	5: 24	5		24	1858		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:131&volume=5&issue=&spage=24&date=1858	7067
	Soehrensia	443	40001553	FullnameNoAuthors	Soehrensia Backeb.	Blätt. Kakteenf.	1938(6): [21]	1938	6	[21]	1938		No opinion		7067
	Strombocactus	444	40007143	FullnameNoAuthors	Strombocactus Britton & Rose	Cact.	3: 106	3		106	1922		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:46288&volume=3&issue=&spage=106&date=1922	7067
	Tephrocactus	445	40011131	FullnameNoAuthors	Tephrocactus Lem.	Cactées	88			88	1868		No opinion		7067
	Thelocactus	446	40012961	FullnameNoAuthors	Thelocactus (K. Schum.) Britton & Rose	Bull. Torrey Bot. Club	49(8): 251	49	8	251	1922		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:340&volume=49&issue=8&spage=251&date=1922	7067
	Trichocereus	447	40017378	FullnameNoAuthors	Trichocereus (A. Berger) Riccob.	Boll. Reale Orto Bot. Giardino Colon. Palermo	8: 236	8		236	1909		No opinion		7067
	Wigginsia	448	40026146	FullnameNoAuthors	Wigginsia D.M. Porter	Taxon	13(6): 210	13	6	210	1964		No opinion		7067
	Wilcoxia	449	40026190	FullnameNoAuthors	Wilcoxia Britton & Rose	Contr. U.S. Natl. Herb.	12(10): 434	12	10	434	1909		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:687&volume=12&issue=10&spage=434&date=1909	7067
	Zygocactus	450	40029054	FullnameNoAuthors	Zygocactus K. Schum.	Fl. Bras.	4(2): 194, 223	4	2	194	1890		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:454&volume=4&issue=2&spage=194&date=1890	7067
	Liriodendron	451	40007560	FullnameNoAuthors	Liriodendron L.	Sp. Pl.	1: 535	1		535	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=535&date=1753	7067
	Eucommia	454	40006697	FullnameNoAuthors	Eucommia Oliv.	Hooker's Icon. Pl.	20: pl. 1950	20		pl. 1950	1890		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16059&volume=20&issue=&spage=pl. 1950&date=1890	7067
	Cananga	457	40000562	FullnameNoAuthors	Cananga (DC.) Hook. f. & Thomson	Fl. Ind.	129			129	1855		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:13229&volume=&issue=&spage=129&date=1855	7067
	Rollinia	461	40026731	FullnameNoAuthors	Rollinia A. St.-Hil.	Fl. Bras. Merid. (quarto ed.)	1(1): 23	1	1	23	1825	1824	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:45474&volume=1&issue=1&spage=23&date=1825	7067
	Actinodaphne	480	40031789	FullnameNoAuthors	Actinodaphne Nees	Pl. Asiat. Rar.	2: 61, 68	2		61	1831		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:468&volume=2&issue=&spage=61&date=1831	7067
	Cylicodaphne	481	40019574	FullnameNoAuthors	Cylicodaphne Nees	Pl. Asiat. Rar.	2: 61, 67	2		61	1831		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:468&volume=2&issue=&spage=61&date=1831	7067
	Fiwa	482	40009694	FullnameNoAuthors	Fiwa J.F. Gmel.	Syst. Nat.	2: 740, 745	2		740	1791		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:545&volume=2&issue=&spage=740&date=1791	7067
	Aperula	483	40017180	FullnameNoAuthors	Aperula Blume	Mus. Bot. Lugd.-Bat.	1: 365	1		365	1851		No opinion		7067
	Adonis	488	40033010	FullnameNoAuthors	Adonis L.	Sp. Pl.	1: 547	1		547	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=547&date=1753	7067
	Aquilegia	490	40018252	FullnameNoAuthors	Aquilegia L.	Sp. Pl.	1: 533	1		533	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=533&date=1753	7067
	Delphinium	495	40023242	FullnameNoAuthors	Delphinium L.	Sp. Pl.	1: 530	1		530	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=530&date=1753	7067
	Nigella	497	40028338	FullnameNoAuthors	Nigella L.	Sp. Pl.	1: 534	1		534	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=534&date=1753	7067
	Eriocapitella	501	40005130	FullnameNoAuthors	Eriocapitella Nakai	J. Jap. Bot.	17: 267	17		267	1941	1941	No opinion		7067
	Nandina	505	40025025	FullnameNoAuthors	Nandina Thunb.	Nov. Gen. Pl.	1: 14	1		14	1781		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:88&volume=1&issue=&spage=14&date=1781	7067
	Podophyllum	506	40012716	FullnameNoAuthors	Podophyllum L.	Sp. Pl.	1: 505	1		505	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=505&date=1753	7067
	Paracyclea	515	40001061	FullnameNoAuthors	Paracyclea Kudo & Yamamoto	Bot. Mag. (Tokyo)	46: 157	46		157	1932		No opinion		7067
	Geotaenium	531	50199864	FullnameNoAuthors	Geotaenium F. Maek.	Proc. Pacific Sci. Congr.	5: 217	5		217	1953		No opinion		7067
	Heterotropa	532	40025436	FullnameNoAuthors	Heterotropa C. Morren & Decne.	Ann. Sci. Nat., Bot., sér. 2	2: 314	2		314	1834		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:5010&volume=2&issue=&spage=314&date=1834	7067
	Tutcheria	546	40020952	FullnameNoAuthors	Tutcheria Dunn	J. Bot.	46: 324	46		324	1908		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:15787&volume=46&issue=&spage=324&date=1908	7067
	Hartia	547	40021465	FullnameNoAuthors	Hartia Dunn	Hooker's Icon. Pl.	, pl. 2727				1902		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16059&volume=&issue=&spage=&date=1902	7067
	Eschscholtzia	554													7067
	Polanisia	562	40013372	FullnameNoAuthors	Polanisia Raf.	Amer. J. Sci. (New York) ed. 2,	1(4): 378–379	1	4	378	1819		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:44717&volume=1&issue=4&spage=378&date=1819	7067
	Cheiranthus	568	40006494	FullnameNoAuthors	Cheiranthus L.	Sp. Pl.	2: 661	2		661	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=661&date=1753	7067
	Iberis	573	40030307	FullnameNoAuthors	Iberis L.	Sp. Pl.	2: 648	2		648	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=648&date=1753	7067
	Lobularia	575	40008105	FullnameNoAuthors	Lobularia Desv.	J. Bot. Agric.	3(4): 162	3	4	162	1814	1815	nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:14238&volume=3&issue=4&spage=162&date=1814	7067
	Matthiola	576	40014899	FullnameNoAuthors	Matthiola W.T. Aiton	Hortus Kew.	4: 119	4		119	1812		nom. cons.		7067
	Orychophragmus	578	40034292	FullnameNoAuthors	Orychophragmus Bunge	Enum. Pl. China Bor.	7			7	1833		No opinion		7067
	Reseda	583	40023898	FullnameNoAuthors	Reseda L.	Sp. Pl.	1: 448	1		448	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=448&date=1753	7067
	Platanus	584	40010355	FullnameNoAuthors	Platanus L.	Sp. Pl.	2: 999	2		999	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=999&date=1753	7067
	Adromischus	591	40033048	FullnameNoAuthors	Adromischus Lem.	Jard. Fleur.	2 Misc.: 59	2 Misc.		59	1852		No opinion		7067
	Cotyledon	593	40015304	FullnameNoAuthors	Cotyledon L.	Sp. Pl.	1: 429	1		429	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=429&date=1753	7067
	Dudleya	595	40036253	FullnameNoAuthors	Dudleya Britton & Rose	New N. Amer. Crassul.	12–28			12	1903		No opinion		7067
	Graptopetalum	597	40017163	FullnameNoAuthors	Graptopetalum Rose	Contr. U.S. Natl. Herb.	13(9): 296, f. 55, pl. 52	13	9	296	1911		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:687&volume=13&issue=9&spage=296&date=1911	7067
	Orostachys	600	40033864	FullnameNoAuthors	Orostachys Fisch.	Mém. Soc. Imp. Naturalistes Moscou	2: 270	2		270	1809		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:9525&volume=2&issue=&spage=270&date=1809	7067
	Pachyveria	601	40036163	FullnameNoAuthors	Pachyveria J.N. Haage & Schmidt	Gen. Cat.					1930		No opinion		7067
	Sempervivum	603	40035277	FullnameNoAuthors	Sempervivum L.	Sp. Pl.	1: 464	1		464	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=464&date=1753	7067
	Rodgersia	614	40026433	FullnameNoAuthors	Rodgersia A. Gray	Mem. Amer. Acad. Arts	6(1): 389	6	1	389	1858		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:14289&volume=6&issue=1&spage=389&date=1858	7067
	Dichroa	618	40029840	FullnameNoAuthors	Dichroa Lour.	Fl. Cochinch.	1: 301	1		301	1790		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:560&volume=1&issue=&spage=301&date=1790	7067
	Chaenomeles	622	40005040	FullnameNoAuthors	Chaenomeles Lindl.	Trans. Linn. Soc. London	13(1): 97	13	1	97	1821		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:683&volume=13&issue=1&spage=97&date=1821	7067
	Chrysobalanus	623	40008462	FullnameNoAuthors	Chrysobalanus L.	Sp. Pl.	1: 513	1		513	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=513&date=1753	7067
	Cydonia	625	40019545	FullnameNoAuthors	Cydonia Mill.	Gard. Dict. Abr. (ed. 4)	1: Cydonia	1		Cydonia	1754		No opinion		7067
	Kerria	631	40035283	FullnameNoAuthors	Kerria DC.	Trans. Linn. Soc. London	12(1): 156–157	12	1	156	1817	1818	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:683&volume=12&issue=1&spage=156&date=1817	7067
	Stranvaesia	650	40006692	FullnameNoAuthors	Stranvaesia Lindl.	Edwards's Bot. Reg.	23: pl. 1956	23		pl. 1956	1837		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:383&volume=23&issue=&spage=pl. 1956&date=1837	7067
	Adenanthera	654	40032292	FullnameNoAuthors	Adenanthera L.	Sp. Pl.	1: 384	1		384	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=384&date=1753	7067
	Butea	664	40033657	FullnameNoAuthors	Butea Roxb. ex Willd.	Sp. Pl.	3(2): 917	3	2	917	1802		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:727&volume=3&issue=2&spage=917&date=1802	7067
	Caragana	671	40001095	FullnameNoAuthors	Caragana Fabr.	Enum. (ed. 2)	421			421	1763		Legitimate		7067
	Cicer	676	40008936	FullnameNoAuthors	Cicer L.	Sp. Pl.	2: 738	2		738	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=738&date=1753	7067
	Codariocalyx	678	40011225	FullnameNoAuthors	Codariocalyx Hassk.	Flora	25(2): 48	25	2	48	1842		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:64&volume=25&issue=2&spage=48&date=1842	7067
	Copaifera	679	40013764	FullnameNoAuthors	Copaifera L.	Sp. Pl. (ed. 2)	1: 557	1		557	1762		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:11179&volume=1&issue=&spage=557&date=1762	7067
	Cytisus	681	40037235	FullnameNoAuthors	Cytisus Desf.	Fl. Atlant.	2: 139–140	2		139	1798		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:323&volume=2&issue=&spage=139&date=1798	7067
	Daviesia	683	100179250	FullnameNoAuthors	Daviesia Poir.	Encycl.	Suppl. 5: 480	Suppl. 5		480	1817		No opinion		7067
	Enterolobium	694	40003739	FullnameNoAuthors	Enterolobium Mart.	Flora	20(2, Beibl.): 117	20	2, Beibl.	117	1837		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:64&volume=20&issue=2, Beibl.&spage=117&date=1837	7067
	Gliricidia	701	40014903	FullnameNoAuthors	Gliricidia Kunth	Nov. Gen. Sp. (quarto ed.)	6: 393	6		393	1824		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:640&volume=6&issue=&spage=393&date=1824	7067
	Glycyrrhiza	703	40015478	FullnameNoAuthors	Glycyrrhiza L.	Sp. Pl.	2: 741	2		741	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=741&date=1753	7067
	Haematoxylon	704													7067
	Hovea	705	40027919	FullnameNoAuthors	Hovea R. Br.	Hortus Kew.	4: 275	4		275	1812		No opinion		7067
	Hymenaea	706	40029325	FullnameNoAuthors	Hymenaea L.	Sp. Pl.	2: 1192	2		1192	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=1192&date=1753	7067
	Inocarpus	708	40031093	FullnameNoAuthors	Inocarpus J.R. Forst. & G. Forst.	Char. Gen. Pl.	no. 33			no. 33	1775		Legitimate		7067
	Intsia	709	40031138	FullnameNoAuthors	Intsia Thouars	Gen. Nov. Madagasc.	22			22	1806		No opinion		7067
	Lathyrus	712	40002489	FullnameNoAuthors	Lathyrus L.	Sp. Pl.	2: 729	2		729	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=729&date=1753	7067
	Lonchocarpus	715	40008471	FullnameNoAuthors	Lonchocarpus Kunth	Nov. Gen. Sp. (folio ed.)	6: 300	6		300	1824		Legitimate		7067
	Lotononis	716	40009066	FullnameNoAuthors	Lotononis (DC.) Eckl. & Zeyh.	Enum. Pl. Afr. Austral.	176			176	1836		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:48&volume=&issue=&spage=176&date=1836	7067
	Lysidice	719	40010589	FullnameNoAuthors	Lysidice Hance	J. Bot.	5(10): 298–299	5	10	298	1867		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:15787&volume=5&issue=10&spage=298&date=1867	7067
	Mezoneurum	725	40018341	FullnameNoAuthors	Mezoneurum DC.	Prodr.	2: 484	2		484	1825	1825	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:286&volume=2&issue=&spage=484&date=1825	7067
	Mirbelia	728	40020267	FullnameNoAuthors	Mirbelia Sm.	Ann. Bot. (König & Sims)	1: 511	1		511	1805		No opinion		7067
	Myroxylon	730	40024606	FullnameNoAuthors	Myroxylon L. f.	Suppl. Pl.	34, 233			34	1781	1782	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:555&volume=&issue=&spage=34&date=1781	7067
	Ornithopus	735	40033708	FullnameNoAuthors	Ornithopus L.	Sp. Pl.	2: 743	2		743	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=743&date=1753	7067
	Pahudia	737	40036320	FullnameNoAuthors	Pahudia Miq.	Fl. Ned. Ind.	1: 85	1		85	1855		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:93&volume=1&issue=&spage=85&date=1855	7067
	Parkia	738	40001924	FullnameNoAuthors	Parkia R. Br.	Narr. Travels Africa	234			234	1826		Legitimate		7067
	Parkinsonia	739	40001936	FullnameNoAuthors	Parkinsonia L.	Sp. Pl.	1: 375	1		375	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=375&date=1753	7067
	Peltophorum	740	40003381	FullnameNoAuthors	Peltophorum (Vogel) Benth.	J. Bot. (Hooker)	2(10): 75	2	10	75	1840		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:234&volume=2&issue=10&spage=75&date=1840	7067
	Pisum	743	40009689	FullnameNoAuthors	Pisum L.	Sp. Pl.	2: 727	2		727	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=727&date=1753	7067
	Pithecellobium	744	40009723	FullnameNoAuthors	Pithecellobium Mart.	Flora	20(2, Beibl.): 114	20	2, Beibl.	114	1837		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:64&volume=20&issue=2, Beibl.&spage=114&date=1837	7067
	Pongamia	745	40014735	FullnameNoAuthors	Pongamia Vent.	Jard. Malmaison					1803		Legitimate		7067
	Prosopis	746	40016475	FullnameNoAuthors	Prosopis L.	Syst. Nat. (ed. 12)	2: 282, 293	2		282	1767		Legitimate		7067
	Psophocarpus	747	40019092	FullnameNoAuthors	Psophocarpus Neck. ex DC.	Prodr.	2: 403	2		403	1825		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:286&volume=2&issue=&spage=403&date=1825	7067
	Robinia	753	40026282	FullnameNoAuthors	Robinia L.	Sp. Pl.	2: 722	2		722	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=722&date=1753	7067
	Saraca	755	40029519	FullnameNoAuthors	Saraca L.	Syst. Nat. (ed. 12)	2: 469	2		469	1767		Legitimate		7067
	Sindora	758	40000540	FullnameNoAuthors	Sindora Miq.	Fl. Ned. Ind., Eerste Bijv.	1: 287	1		287	1861		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:93&volume=1&issue=&spage=287&date=1861	7067
	Spertium	761													7067
	Tamarindus	765	40009822	FullnameNoAuthors	Tamarindus L.	Sp. Pl.	1: 34	1		34	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=34&date=1753	7067
	Xylia	773	40027572	FullnameNoAuthors	Xylia Benth.	J. Bot. (Hooker)	4: 417–418	4		417	1842		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:234&volume=4&issue=&spage=417&date=1842	7067
	Whitfordiodendron	776	40025998	FullnameNoAuthors	Whitfordiodendron Elmer	Leafl. Philipp. Bot.	2: 743	2		743	1910		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:259&volume=2&issue=&spage=743&date=1910	7067
	Atylosia	777	40022563	FullnameNoAuthors	Atylosia Wight & Arn.	Prodr. Fl. Ind. Orient.	257–258			257	1834		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:252&volume=&issue=&spage=257&date=1834	7067
	Brownea	778	40032115	FullnameNoAuthors	Brownea Jacq.	Enum. Syst. Pl.	6, 26			6	1760		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:737&volume=&issue=&spage=6&date=1760	7067
	Catenaria	779	40002681	FullnameNoAuthors	Catenaria Benth. in Miquel	Pl. Jungh.	217, 220			217	1852		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:388&volume=&issue=&spage=217&date=1852	7067
	Pelargonium	784	40003118	FullnameNoAuthors	Pelargonium L'Hér. ex Aiton	Hort. Kew.	2: 417	2		417	1789		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:4504&volume=2&issue=&spage=417&date=1789	7067
	Tropaeolum	786	40020004	FullnameNoAuthors	Tropaeolum L.	Sp. Pl.	1: 345	1		345	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=345&date=1753	7067
	Erythroxylum	788	40006125	FullnameNoAuthors	Erythroxylum P. Browne	Civ. Nat. Hist. Jamaica	278			278	1756		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:10826&volume=&issue=&spage=278&date=1756	7067
	Cicca	797	40008913	FullnameNoAuthors	Cicca L.	Syst. Nat. (ed. 12)	2: 621	2		621	1767		No opinion		7067
	Emblica	802	40002617	FullnameNoAuthors	Emblica Gaertn.	Fruct. Sem. Pl.	2: 122	2		122	1790		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:53838&volume=2&issue=&spage=122&date=1790	7067
	Gelonium	806	40013284	FullnameNoAuthors	Gelonium Gaertn.	Fruct. Sem. Pl.	2: 271	2		271	1791		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:53838&volume=2&issue=&spage=271&date=1791	7067
	Hura	810	40028422	FullnameNoAuthors	Hura L.	Sp. Pl.	2: 1008	2		1008	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=1008&date=1753	7067
	Jatropha	811	40033218	FullnameNoAuthors	Jatropha L.	Sp. Pl.	2: 1006	2		1006	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=1006&date=1753	7067
	Pedilanthus	820	40002909	FullnameNoAuthors	Pedilanthus Neck. ex Poit.	Ann. Mus. Natl. Hist. Nat.	19: 388–394, pl. 19	19		388	1812		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:41507&volume=19&issue=&spage=388&date=1812	7067
	Synostemon	824	40009073	FullnameNoAuthors	Synostemon F. Muell.	Fragm.	1: 32	1		32	1858		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:287&volume=1&issue=&spage=32&date=1858	7067
	Galarhoeus	825	40011726	FullnameNoAuthors	Galarhoeus Haw.	Syn. Pl. Succ.	143–152			143	1812		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:9462&volume=&issue=&spage=143&date=1812	7067
	Homalanthus	826	40036591	FullnameNoAuthors	Homalanthus A. Juss.	Euphorb. Gen.	50			50	1824		Legitimate		7067
	Securinega	827	40034680	FullnameNoAuthors	Securinega Comm. ex Juss.	Gen. Pl.	388			388	1789		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:284&volume=&issue=&spage=388&date=1789	7067
	Baccaurea	828	40023695	FullnameNoAuthors	Baccaurea Lour.	Fl. Cochinch.	641, 661			641	1790		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:560&volume=&issue=&spage=641&date=1790	7067
